,ass_id,criterion_id,statement_id,statement,score_id,score_value
10,e8d1a4036c852ec6d3afbf81480a9023,e81f968ffcd82a2aa7c9317374724895,eb1c1be6-b39b-421f-a0d2-5cd4609686b4,"CSS is maintained by W3C which is an international community developing open standards. 

Developer community W3C:
https://www.w3.org/Consortium/",5d89d038-5429-484c-866d-330744d35920,1
11,e8d1a4036c852ec6d3afbf81480a9023,eb586dd9bcab05b431f4be7a8fe4c7f3,df692bea-a299-48b8-94ba-0148cc19a971,"The purpose of CSS is to give format to web documents, including layout, colours and fonts. Therefore, it allows to improve the visualization so that the information is friendlier and its interpretation is easier.
An example of this is EUR-Lex, the cross border gateway to EU Law. It is using CSS to present the different documentation contained in EUR-Lex.

Presentation style sheets EU Vocabulary:
https://op.europa.eu/en/web/eu-vocabularies/presentation-style-sheets

EUR-Lex:
https://eur-lex.europa.eu/homepage.html?locale=en",fec17e4c-107d-44cb-b446-560c6ed89cca,1
12,e8d1a4036c852ec6d3afbf81480a9023,18193cd10351ff88c41670f1732ded10,1fc86f35-74a3-4c50-8eec-8863b3260d00,"The purpose of CSS is to give format to web documents, including layout, colours and fonts. A well-formatted web document helps the public administration to make the information more comprehensible. Without a CSS, the information could be confusing and it could take longer to see the meaning of the information.
An example of this is EUR-Lex, the cross border gateway to EU Law. It is using CSS to present the different documentation contained in EUR-Lex. 

Presentation style sheets EU Vocabulary:
https://op.europa.eu/en/web/eu-vocabularies/presentation-style-sheets

EUR-Lex:
https://eur-lex.europa.eu/homepage.html?locale=en",ea7679c6-b81e-4607-81ae-1acdcda86625,1
13,e8d1a4036c852ec6d3afbf81480a9023,84c9dc669c9d40e2e541ad4e6172ca7f,560bb1f1-c453-4bed-a499-0222f254f624,"The purpose of the specifications is not related to the availability of interfaces with internal information systems. Therefore, this criterion is not applicable to this specification. In the case that there would be an interface with HTML, this specification could help to ensure the availability of interfaces giving the correct format.

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",26fe2815-b4a6-4bdd-8d00-a4150f10cdee,2
14,e8d1a4036c852ec6d3afbf81480a9023,a20e9c41d70c67b369048847ef4bb353,acc3417c-a17c-43ab-a27e-7a565110771a,"CSS v2.1 is a business domain agnostic specification that can be reused in a cross-domain manner.

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",5684de9b-f1c1-4893-81a1-63a7c0ef23f3,1
15,e8d1a4036c852ec6d3afbf81480a9023,50f9b713a1a993210642e0cd97fcdc41,cd44851c-7270-4945-b5c6-71bfce6e87ee,"CSS v2.1 is publicly available for implementation and use for free on W3C's webpage. Therefore, it can be reused by the organizations, administrations, open communities, etc. that developed it.

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",e7b30609-97f2-4aa8-a92b-cce27132204e,1
16,e8d1a4036c852ec6d3afbf81480a9023,7b3adb5beefed16606f7bb175e1795c8,3cc8d6b4-d974-4bad-be41-c3b73ec3a71b,"CSS can be found for free along within the European Collaborative Platform, Joinup.

CSS in Joinup platform:
https://joinup.ec.europa.eu/solution/cascading-style-sheets/distribution/cascading-style-sheets",5a65b801-7611-4e3e-9de3-04c0d75bb2b1,1
17,e8d1a4036c852ec6d3afbf81480a9023,a681ec1bd7d0bd8b99173ab73cc188ba,c3668db5-32e1-4689-832a-84cd218df6e3,"CSS v2.1 is dependent from HTML, its main function is to describe how HTML elements should be displayed on web documents.

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",e28f98d3-3de6-4361-b855-0214ee477b79,0
18,e8d1a4036c852ec6d3afbf81480a9023,6c2fa441b1e2040d22325a51f0f53b39,e6ed75b8-6eea-4aaa-bded-9b7fbd728a67,"The purpose of CSS v2.1 is to give format to web designs, thus, the use of the specifications does not hamper the scalability of systems. By using CSS v2.1, administrations, citizens or businesses can visualize data over the Internet. If the environment grows or changes, CSS can be adapted without creating harm over the solution.

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",027b3d7a-7129-4189-8200-df51b651bdc4,1
19,e8d1a4036c852ec6d3afbf81480a9023,69057bb18f3b1437181faea4fd32a8de,a5acea29-265c-4bb0-8c5e-3c11a93339c4,"The purpose of CSS v2.1 is not related with data portability. Therefore, this criterion is not applicable for this specification. 

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",0b4edcaa-f6e4-4698-a672-c0b8c216ce06,2
20,e8d1a4036c852ec6d3afbf81480a9023,0d432b4fa0f143ceb720596f190e0102,f417a760-860f-4d1b-9822-beb6954a7483,"The purpose of CSS is not related to the once-only principle. Therefore, this criterion is not applicable to the specification. 

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",105a6aaf-e88c-44d9-a9b7-29aaf7d45714,2
21,e8d1a4036c852ec6d3afbf81480a9023,5620615d81f539b396d9e72ede450fd7,5cc50163-b1d5-4a5f-b25d-cbd8d67d3594,"By providing style, the CSS is an asset that when used properly could help to enhance and ease the accessibility of disabled people. It could help to provide context and support the functionalities of the web design. Moreover, the Regional Government of Bizkaia developed his website to promote the integration of groups with disabilities into the Public Administration of Bizkaia. They used XHTML 1.0 recommendations and CSS2.

CSS and JavaScript accessibility best practices:
https://developer.mozilla.org/en-US/docs/Learn/Accessibility/CSS_and_JavaScript

CSS2 implemented in e-accessability project:
https://joinup.ec.europa.eu/collection/einclusion/document/eaccesibility-public-administration-bizkaia-bizkaianet",c5bf3252-8b32-4aed-a0d2-84acc22d9e1e,1
22,e8d1a4036c852ec6d3afbf81480a9023,e01abc278514f50624be7a51cb9c72b0,ad4b8613-6159-4774-a930-9e1bd01f6608,"The purpose of CSS is not related to security and privacy of the data exchange. Therefore, this criterion is not applicable to the specification. 

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",a4e95899-7650-4643-b54b-3b37caf1451b,2
23,e8d1a4036c852ec6d3afbf81480a9023,dc70f2ddd6b41a5c71727fa353e2f04e,1d080325-45f5-45a0-a235-2efcc762a0be,"The purpose of CSS v2.1 is not related to the delivery of multilingual public services. Therefore, this criterion is not applicable to the specification. 

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",e6341caf-6384-421f-be00-6c3246867bdb,2
24,e8d1a4036c852ec6d3afbf81480a9023,e0b6fd49c17ac62ecd397b9d2102a2c8,cdd7ccfc-9346-4156-81ec-b74b779d552a,"The specifications is not directly related with the data exchange, but it could be used to provide user-friendly appearance and detail to those public services accessible via HTML. CSS could support the implementation of digital services avoiding the non-digital ones. 

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",2c0b5b1a-ff64-422b-8944-a8c315e2ed4c,1
25,e8d1a4036c852ec6d3afbf81480a9023,d832d0d51143fa0a21d429980dff09be,cd203d46-a300-47cb-a824-439219de8d83,"The purpose of CSS v2.1 is not related to long term preservation of electronic records. Therefore, this criterion is considered not applicable to this specification. 

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",6e8c5f04-f93a-416c-bf2a-a49641294164,2
26,e8d1a4036c852ec6d3afbf81480a9023,3015b02174f63fe27ed976eb6be2173a,b4a98846-d6fb-46ac-9e5a-058079dae7d2,"There are existing documentation and studies assessing the effectiveness and efficiency of CSS v2.1. It is a comparison between 3 versions, CSS, CSS2 and CSS3. As well, the study shows the improvement of the different versions over time as resulting in more efficient and faster web designs.

Comparison CSS2 and CSS3:
https://hackr.io/blog/difference-between-css-css2-and-css3",ad1bc506-d026-46f2-a9df-ed7acbbd302f,1
27,e8d1a4036c852ec6d3afbf81480a9023,08ebe98d9906ae121d734e1adfdcbd3f,83e1b4b2-46c4-486b-a579-ffbac1c4ab03,"CSS v2.1 is already associated with EIRA ABBs in the European Library Of Specifications (ELIS). More specifically, CSS can define the interoperability aspects of the ""Human Interface"" ABB of the EIRA Technical Application View.

EIRA Library of Interoperability Specifications (ELIS):
https://joinup.ec.europa.eu/solution/elis/release/v100",36f4eb24-9469-4ffc-8914-12d5bc17f2ed,1
28,e8d1a4036c852ec6d3afbf81480a9023,3c201dc582f729cddf3b176ab1a3a0d5,b9159a81-d8cf-4e04-bc94-ee484b2e43f6,"W3C provides a Markup Validation Service for free to validate CSS, and (X)HTML using style sheets.

W3C Markup Validation Service:
https://validator.w3.org/

Online CSS validator:
https://jigsaw.w3.org/css-validator/",176e45e4-be2a-4be1-9695-2b9eb7fe23ae,1
29,e8d1a4036c852ec6d3afbf81480a9023,790360b73fc300b4f3b3d5781f5c58bf,488f7587-9017-4258-8f2f-a980005a7654,"8 Member States are recommending CSS2 v2.1 in their ICT National Catalogues. This Member States are Croatia, France, Malta, the Netherlands, Norway, Poland Spain and Sweden.

CAMSS List of Standards:
https://joinup.ec.europa.eu/collection/common-assessment-method-standards-and-specifications-camss/camss-list-standards",ae66282f-8230-4499-bd6f-945364bf9d2f,1
30,e8d1a4036c852ec6d3afbf81480a9023,0fb00f5e00492be3cfa666319c7dd6da,18ea9192-8876-4ea6-91ac-46c819a347b1,"CSS is currently being used by the EUR-Lex, the European gateway to EU Law for the presentation of the different types of documents that it includes. EUR-Lex is run by the Publications Office of the European Union with the aim to provide official and comprehensive access to EU legal documents. 

Presentation style sheets EU Vocabulary:
https://op.europa.eu/en/web/eu-vocabularies/presentation-style-sheets

EUR-Lex:
https://eur-lex.europa.eu/homepage.html?locale=en",26510937-ed35-4595-aec1-fcd37ae1d950,1
31,e8d1a4036c852ec6d3afbf81480a9023,5e96722729b950f1830fb73ed3910ef3,3b0a2e60-01d8-4649-855e-40318ab0c77e,"The specification is included in 8 Member States' catalogues of recommended specifications. This Member States are Croatia, France, Malta, the Netherlands, Norway, Poland Spain and Sweden.

CAMSS List of Standards:
https://joinup.ec.europa.eu/collection/common-assessment-method-standards-and-specifications-camss/camss-list-standards",5790fcca-84c2-462f-83be-4e13181d92e2,1
32,e8d1a4036c852ec6d3afbf81480a9023,e81e85e531abf618c2b37221f070b982,3b194779-91a4-471a-9ecf-d1f0649a3284,"After checking the different standard catalogues at supra-national level, there is no evidence of the inclusion of CSS v2.1 within any European catalogue of standards.

ICT technical specifications:
https://ec.europa.eu/growth/industry/policy/ict-standardisation/ict-technical-specifications_en

CEN search tool catalogue:
https://standards.cen.eu/dyn/www/f?p=CENWEB:105::RESET::::

CENELEC search tool catalogue:
https://www.cenelec.eu/dyn/www/f?p=104:107:0::::FSP_LANG_ID:25",40ed9288-dc20-4479-8263-25752768ca71,0
33,e8d1a4036c852ec6d3afbf81480a9023,87a9ce047cfa7d0978e6a2a7518e53e1,fdc0b517-007a-45ac-9dfa-8dcb781f8b5d,No evidences have been found of the specification being included in a formal interoperability agreement between organisations involved in the European public services provision.,94b0c21f-9847-4c9c-925a-20137ca17266,0
34,e8d1a4036c852ec6d3afbf81480a9023,ff059382710638e130d49fe6decff5ba,0bdd37ff-79ec-43f2-bc60-980c84ac27a8,"After checking the assessments performed by CAMSS and the list of specifications identified by the MSP Multi-stakeholder-platform, no assessment verifying the compliance of the specification with the European standardisation regulation has been found.

ICT technical specifications:
https://ec.europa.eu/growth/industry/policy/ict-standardisation/ict-technical-specifications_en",49a8deca-bad1-4f24-955b-bcae0c87babc,0
35,e8d1a4036c852ec6d3afbf81480a9023,76ebc82f8260d19ac83f5938b8db7ed4,6f1cdd65-0464-4ed3-a719-152a29c7e5be,"The purpose of CSS is not related to the modelling of business processes. Therefore, this criterion is not applicable to the specification. 

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",0b1e32f8-196d-46ca-9eba-c161c5731c48,2
36,e8d1a4036c852ec6d3afbf81480a9023,02710e4406b9d5008e22432fca77b9ef,0f24244e-379d-41a8-ad0c-4b97a98cd8f8,"The purpose of CSS is not related to organisational interoperability. Therefore, this criterion is not applicable to the specification. 

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",0c57b31d-0fd6-4728-b39e-9f471ead44e0,2
37,e8d1a4036c852ec6d3afbf81480a9023,c8f3160603854c61e45e977af3ba49d7,c1e7da08-7b50-48c4-8a73-44ba30ce3e9a,"CSS does not define a cross-sector reusable data model. Instead, it defines a set of conventions and rules to provide style to web documents. 

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",c56e22f7-926b-4bc2-8386-0fb97a031ea9,0
38,e8d1a4036c852ec6d3afbf81480a9023,a28ab768bf3b6c3c70164f5592627b02,41395aab-d549-498a-8590-27d323ab5a89,"CSS is a simple mechanism for adding style (fonts, colours, spacing...) to web documents, but by itself, it does not publish data on the web. It also does not comply with the other levels of maturity of Tim Berners-Lee's 5 stars for open data nor the principles of the linked open data.

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/

Five star linked open data:
https://www.w3.org/DesignIssues/LinkedData.html",56d47ef3-eb21-438e-8bfb-4e953fb5488c,0
0,0993cad9968c3eac3030f1da531d6026,c42a5a8ff73196201aac3c90c0f9c95f,6028ea37-4f60-4527-8d02-d6db22c2447b,"There is no Member State that includes CPOV in their national catalogue with the National Interoperability Framework (NIF) aligned with at least 4 out of 5 sections of the European Interoperability Framework (EIF) according to the National Interoperability Framework Observatory (NIFO) factsheets.

CAMSS List of Standards:
https://joinup.ec.europa.eu/collection/common-assessment-method-standards-and-specifications-camss/camss-list-standards",c52baba3-7b74-43b2-9e43-43b7283da502,0
1,0993cad9968c3eac3030f1da531d6026,018d36156569392f2aafea23f64a76c2,725f7f6e-a66d-4bdd-a5e0-88c0b840893d,"The CPOV eases the description and publication of datasets including information of different public organisations, their services and responsibilities. These descriptions are done using human and redeable formats which ease the reusability and the information exchange across-borders. 

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary

5-star linked open data:
https://www.w3.org/DesignIssues/LinkedData.html",c917fa4c-2d54-4514-8811-71ba548f0fdc,1
2,0993cad9968c3eac3030f1da531d6026,6e66052782871e8f735e877ab531746b,a43c5793-d730-43ff-9def-a98cfab90268,"The Semantic Interoperability Community (SEMIC) has established Working Groups. These Working Groups are open to the participation of everyone interested in semantic solutions working for public administrations in the Member States or in EU institutions.

SEMIC working groups:
https://joinup.ec.europa.eu/collection/semantic-interoperability-community-semic/about",5bc22c5f-0f70-499f-a30f-f0338913f68d,1
3,0993cad9968c3eac3030f1da531d6026,86480aeb679a28b84c21e76373281a89,a4920ef8-f849-4994-ac29-3b158f32c321,"​The Semantic Interoperability Community (SEMIC) develops solutions to help European public administrations perform seamless and meaningful cross-border and cross-domain data exchanges. They develop semantic specifications and interoperability solutions under the ISA² Programme. When a new solution release is finished, it is submitted for a public review with a minimum period of four weeks.

Specification development process by the ISA Programme:
https://joinup.ec.europa.eu/collection/semantic-interoperability-community-semic/document/description-change-management-release-and-publication-process-structural-metadata-specifications

Detailed document ISA Programme:
https://joinup.ec.europa.eu/sites/default/files/document/2016-10/description_of_a_change_management_release_and_publication_process_for_structural_metadata_specifications_developed_by_the_isa_progr.pdf",aadb91e9-3bcb-499b-81fb-4e1d1059986f,1
4,0993cad9968c3eac3030f1da531d6026,4e9a30bee7bc426848739d2f6306a3f4,71f426b4-8d29-4ecd-b8ce-bba6330dfae4,"CPOV is publicly available for its use and implementation. Moreover, it is available for everyone to study with no cost on Joinup webpage.

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",b8f28e33-0104-4b45-a056-38f9391b7a6b,1
5,0993cad9968c3eac3030f1da531d6026,d9708f7ddb370ef2f423f5ef40e0212f,12d8cee7-d6d5-41ee-afcc-5caf30067c3a,"All solutions developed in ISA² Programme are under ISA Open Metadata Licence which is perpetual, royalty-free and non-exclusive license to Use and re-Use the Works.

ISA open metadata license:
https://joinup.ec.europa.eu/licence/isa-open-metadata-licence-v11",d835465a-b1d2-4b37-9716-3c7e80e49c8e,1
6,0993cad9968c3eac3030f1da531d6026,1408eabc0d6cf718b6797e574778544c,06879197-3688-4846-85b2-c8625b5c0d86,"All solutions developed in ISA² Programme are under ISA Open Metadata Licence which is perpetual, royalty-free and non-exclusive license to Use and re-Use the Works.

ISA open metadata license:
https://joinup.ec.europa.eu/licence/isa-open-metadata-licence-v11",8ccfce09-9025-4695-b8cd-2a636d5d91a2,1
7,0993cad9968c3eac3030f1da531d6026,75ae91ad6e35df68c0fdf68310f95632,88f4ea38-93ea-4c37-bb9e-500e3d7b7d62,"The Core Public Organisation Vocabulary was released in December 2016. Its first aspiration was to become a common data model for describing public organisations in the European Union. So, CPOV is mature enough for its use in the development of products and services.

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",4c441915-6dbc-46ad-8e01-d2b906ae7d32,1
8,0993cad9968c3eac3030f1da531d6026,077c966676cefd77a045324b17f73f2b,f398cbb5-bdc3-4eb8-94b5-4c65ddeddc3b,"Although the Core Public Organisation Vocabulary is sufficiently mature for its use in the development of products and services, it does not have a good market acceptance because it has not been integrated with any official solution, it has only been tested on pilots.

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",c5ffdd00-b23e-4a54-a6da-37186ec5c885,0
9,0993cad9968c3eac3030f1da531d6026,bff365d744436a47cb68583789942a3c,3bdc3f93-0298-4bdf-a9f5-f87afdb8d880,"Although the Core Public Organisation Vocabulary does not have a good market acceptance, it proportionates innovative benefits such as facilitate information sharing, facilitate the development of common information systems, and cross-border information exchange.

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",cca9fd34-88ce-4a99-88da-3d00cb8a8bb7,1
10,0993cad9968c3eac3030f1da531d6026,e81f968ffcd82a2aa7c9317374724895,d2c072dd-87b3-42e0-8e0e-a84e07001dec,"As it happens with all the e-Government Vocabularies, it has the SEMIC action from the ISA2 as responsible for the maintenance of the development. Additionally, there's a post on W3C in open government community group that talks about the specification.

CPOV page on Joinup: 
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary

CPOV post in W3C:
https://www.w3.org/community/opengov/2016/02/21/core-public-organisation-vocabulary/",cc9db160-af4a-4040-815c-157e5384de8b,1
11,0993cad9968c3eac3030f1da531d6026,eb586dd9bcab05b431f4be7a8fe4c7f3,ac0ae52f-6a7f-4a44-becd-f222624710a2,"The main purpose of CPOV is to provide a reusable data model for describing public organisations in the European Union. It manages a public portfolio that facilitates the discovery of which public authorities and departments are responsible for given areas of the public task. So, it facilitates the visibility of administrative rules.

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",edcaf647-b3ca-4bd9-b20e-53a9cb557fc0,1
12,0993cad9968c3eac3030f1da531d6026,18193cd10351ff88c41670f1732ded10,9a6a195f-8db1-4858-a7f4-93d5c12b35bf,"The main purpose of CPOV is to provide a reusable data model for describing public organisations in the European Union. The CPOV helps to identify where responsibilities and functions are duplicated or overlapped. So, it helps to comprehend the administrative rules and data of public administration.

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",2c9792f7-5a73-4378-902a-d8ad1ae41704,1
13,0993cad9968c3eac3030f1da531d6026,84c9dc669c9d40e2e541ad4e6172ca7f,0186d9f6-f6ca-4586-8dc8-25aee9d4e9dc,"The purpose of CPOV is not related to the availability of interfaces with internal information systems. Therefore, this criterion is not applicable to this specification. 

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",29cc4402-eabe-4e44-9192-65abf7bd4f27,2
14,0993cad9968c3eac3030f1da531d6026,a20e9c41d70c67b369048847ef4bb353,009bf80f-c7f2-4b91-9e51-2a6796ab9f84,"CPOV is a business domain agnostic data model that can be reused in a cross-domain way.

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",98e2c67d-b5f6-4157-9f7e-f5e045c90711,1
15,0993cad9968c3eac3030f1da531d6026,50f9b713a1a993210642e0cd97fcdc41,82234864-3728-4c90-881f-8909be7ca696,"The specification is available for its use and implementation at the Joinup platform with all its documentation. 

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",23477580-8a27-4e65-abbb-15ecd7f2da45,1
16,0993cad9968c3eac3030f1da531d6026,7b3adb5beefed16606f7bb175e1795c8,e503ca5c-a26e-47bf-afeb-762709ca570a,"CPOV can be found for free along within the European Collaborative Platform, Joinup.

CPOV in Joinup platform:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",3202c7d7-425f-412c-b01f-0a1ab5791141,1
17,0993cad9968c3eac3030f1da531d6026,a681ec1bd7d0bd8b99173ab73cc188ba,c12c866a-8c10-4e12-831a-f3f1cb315073,"The specification is independent of any software or platform. The Core Public Organisation Vocabulary can be used by any organisation.

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",beda0af9-d854-4b5a-8629-358b7f257cb6,1
18,0993cad9968c3eac3030f1da531d6026,6c2fa441b1e2040d22325a51f0f53b39,336e155d-9321-4563-b5a4-74c4a17bf8d0,"The adoption of CPOV as a data model does not hamper the scalability of systems. The use of existing data models for the development of common information systems facilitates the development of those systems and improves their interoperability.
 
CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",73f065d4-e586-4763-bc5f-e45bde97f15d,1
19,0993cad9968c3eac3030f1da531d6026,69057bb18f3b1437181faea4fd32a8de,f6278577-2de3-4d28-b4cd-c7b65f8f00a4,"The Core Public Organisation Vocabulary facilitates information sharing between governments, businesses, and citizens. The CPOV allows managing a cross-border repository of public services and organisations. So, it fosters data portability between systems and applications supporting the implementation and evolution of European public services.

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",9a9a6aef-6da7-489d-ab5a-9fc85218961f,1
